epoch,loss,mse,val_loss,val_mse
0,0.1470395177602768,0.04330259561538696,0.2664079964160919,0.05736479535698891
1,0.09227696061134338,0.026595421135425568,0.08373883366584778,0.023899836465716362
2,0.08473814278841019,0.024468068033456802,0.07459200918674469,0.02203463762998581
3,0.07970862090587616,0.023210009559988976,0.06848710775375366,0.02044806070625782
4,0.07569330185651779,0.02198566310107708,0.05665983632206917,0.01671276055276394
5,0.06938096135854721,0.020026320591568947,0.0536436066031456,0.015682563185691833
6,0.06480272859334946,0.018767084926366806,0.05164506286382675,0.01516474038362503
7,0.06283397227525711,0.01820731908082962,0.06840838491916656,0.01929204910993576
8,0.06277192384004593,0.018239229917526245,0.06331464648246765,0.01881786249577999
9,0.063237763941288,0.01829683966934681,0.0562174916267395,0.01690356619656086
10,0.06047717481851578,0.017529457807540894,0.051029376685619354,0.015357953496277332
11,0.06058133393526077,0.017527887597680092,0.0494275726377964,0.014438623562455177
12,0.06000887230038643,0.01746140606701374,0.05229874327778816,0.01526771578937769
13,0.05975159630179405,0.01736382022500038,0.05020564794540405,0.0148412324488163
14,0.05958600342273712,0.0173542071133852,0.049850814044475555,0.014731766656041145
15,0.0595860555768013,0.01735232211649418,0.04926992952823639,0.014589757658541203
16,0.05870946869254112,0.017062978819012642,0.052139244973659515,0.015546881593763828
17,0.05883074924349785,0.017085373401641846,0.048727862536907196,0.014299326576292515
18,0.058789316564798355,0.017123257741332054,0.04926174506545067,0.014445917680859566
19,0.05860445648431778,0.01697295345366001,0.04753667116165161,0.013991210609674454
20,0.05809316784143448,0.016850415617227554,0.052723098546266556,0.015417950227856636
21,0.05781835317611694,0.01679367385804653,0.053476642817258835,0.015944380313158035
22,0.0577230378985405,0.016798587515950203,0.048181045800447464,0.014185372740030289
23,0.05717704817652702,0.016618233174085617,0.04720700904726982,0.013973638415336609
24,0.057511720806360245,0.016804050654172897,0.04725828394293785,0.013959781266748905
25,0.0576631985604763,0.01676109805703163,0.050741612911224365,0.015287093818187714
26,0.05730954930186272,0.01669979654252529,0.05046294257044792,0.015089496970176697
27,0.05711144208908081,0.01660262420773506,0.049547262489795685,0.014831643551588058
28,0.05774146690964699,0.016839345917105675,0.05180338770151138,0.015252427197992802
29,0.056608907878398895,0.016523458063602448,0.047918178141117096,0.01408302877098322
30,0.05694768577814102,0.01660710759460926,0.0475238673388958,0.014040695503354073
31,0.057091135531663895,0.01665385439991951,0.045713867992162704,0.013557203114032745
32,0.05683897063136101,0.01657691039144993,0.04690178111195564,0.013898069970309734
33,0.0565289631485939,0.01648254506289959,0.04760035499930382,0.014046835713088512
34,0.05599386245012283,0.016373997554183006,0.04846537858247757,0.01465021912008524
35,0.056054506450891495,0.01633247546851635,0.05034099146723747,0.01505622360855341
36,0.056560348719358444,0.016495464369654655,0.04554304480552673,0.013479473069310188
37,0.05596251040697098,0.016423454508185387,0.0487833097577095,0.014802972786128521
38,0.05601000040769577,0.016345040872693062,0.048168715089559555,0.014369476586580276
39,0.05565987154841423,0.01625758782029152,0.04780169576406479,0.014290174469351768
40,0.05573256313800812,0.01628211699426174,0.04740330949425697,0.014125829562544823
41,0.05546153336763382,0.016186272725462914,0.048146314918994904,0.014405723661184311
42,0.055794477462768555,0.016387606039643288,0.04993933439254761,0.015065426006913185
43,0.05556567385792732,0.016281692311167717,0.045792289078235626,0.01357429288327694
44,0.055681560188531876,0.01629738137125969,0.045842502266168594,0.013676813803613186
45,0.055080730468034744,0.016209326684474945,0.047826968133449554,0.014384782873094082
46,0.05574244633316994,0.016353463754057884,0.04783864691853523,0.014213209971785545
47,0.05543825402855873,0.016241755336523056,0.05120103806257248,0.015199036337435246
48,0.05670860782265663,0.0166305024176836,0.04778581112623215,0.01435872446745634
49,0.05525904521346092,0.016206985339522362,0.0484980046749115,0.01430739276111126
