epoch,loss,mse,val_loss,val_mse
0,0.190885528922081,0.05513627454638481,0.1542525738477707,0.04513506963849068
1,0.11287958174943924,0.030785733833909035,0.10137289762496948,0.028983306139707565
2,0.10277469456195831,0.028079938143491745,0.08768770098686218,0.02454211749136448
3,0.09966366738080978,0.027212079614400864,0.08668266236782074,0.024003492668271065
4,0.09800314158201218,0.026785660535097122,0.0858394131064415,0.02391001209616661
5,0.0971318706870079,0.026559973135590553,0.08775122463703156,0.024321800097823143
6,0.10286330431699753,0.028101764619350433,0.08792911469936371,0.02446463704109192
7,0.09725973755121231,0.026637611910700798,0.08295755833387375,0.023198693990707397
8,0.09589073807001114,0.026244347915053368,0.08401970565319061,0.023660406470298767
9,0.09549005329608917,0.026178162544965744,0.0827552080154419,0.023164596408605576
10,0.09528684616088867,0.02608751319348812,0.08700321614742279,0.02389494515955448
11,0.094009168446064,0.025797327980399132,0.08309491723775864,0.023292936384677887
12,0.09439249336719513,0.02581370249390602,0.08212576806545258,0.023026371374726295
13,0.09322400391101837,0.02550855092704296,0.08151875436306,0.022778935730457306
14,0.09282186627388,0.02543814480304718,0.08092470467090607,0.022714395076036453
15,0.09253455698490143,0.025439610704779625,0.08342719078063965,0.02345232106745243
16,0.0923185721039772,0.025328101590275764,0.08656144887208939,0.024402834475040436
17,0.09215570241212845,0.025311974808573723,0.08000881969928741,0.02239816077053547
18,0.0914003923535347,0.025108154863119125,0.08459517359733582,0.02429288998246193
19,0.09139339625835419,0.025121845304965973,0.08055412024259567,0.022750601172447205
20,0.09080865979194641,0.024985283613204956,0.08473742753267288,0.024269651621580124
21,0.09117194265127182,0.02508724294602871,0.0806272104382515,0.022876452654600143
22,0.09035937488079071,0.024839280173182487,0.07913677394390106,0.022349124774336815
23,0.09022592753171921,0.024846507236361504,0.08055642247200012,0.02277425117790699
24,0.0901840478181839,0.024835074320435524,0.07925395667552948,0.022377299144864082
25,0.09056229144334793,0.024921704083681107,0.079798623919487,0.02265610173344612
26,0.08956056833267212,0.02467242255806923,0.08230280876159668,0.023473378270864487
27,0.08970479667186737,0.024730155244469643,0.08174364268779755,0.02329988218843937
28,0.08897973597049713,0.02449081838130951,0.07802800834178925,0.02208137884736061
29,0.08918584883213043,0.02456856518983841,0.08010819554328918,0.022693082690238953
30,0.08906863629817963,0.024552641436457634,0.08003034442663193,0.022627893835306168
31,0.08911188691854477,0.02456936612725258,0.0788523256778717,0.022295037284493446
32,0.08910165727138519,0.024579312652349472,0.081291064620018,0.023380693048238754
33,0.08814240247011185,0.02430758997797966,0.07753181457519531,0.021927129477262497
34,0.08881299942731857,0.024515831843018532,0.0841384083032608,0.023768913000822067
35,0.08822447061538696,0.0243501216173172,0.07881567627191544,0.022266972810029984
36,0.08846971392631531,0.024380113929510117,0.07836053520441055,0.0221293605864048
37,0.08772184699773788,0.024175817146897316,0.07860887050628662,0.022236451506614685
38,0.08817650377750397,0.024328401312232018,0.07883132994174957,0.022383471950888634
39,0.08795022964477539,0.024274591356515884,0.07838522642850876,0.02224346436560154
40,0.08787786215543747,0.02421499788761139,0.07808540761470795,0.02200384810566902
41,0.08782006055116653,0.024238092824816704,0.08008410036563873,0.022584009915590286
42,0.08747224509716034,0.024120645597577095,0.07903297245502472,0.022295119240880013
43,0.08772484213113785,0.024200432002544403,0.07827199995517731,0.02203621156513691
44,0.0874946117401123,0.02411729283630848,0.07946906983852386,0.022356944158673286
45,0.0873354896903038,0.024100473150610924,0.07903335988521576,0.022206969559192657
46,0.08859872072935104,0.024420959874987602,0.0801011472940445,0.022678324952721596
47,0.08708414435386658,0.02401593141257763,0.07909466326236725,0.02239145152270794
48,0.08696658164262772,0.024002598598599434,0.08134859800338745,0.02269716002047062
49,0.08687031269073486,0.02396009862422943,0.07845936715602875,0.0222559105604887
