epoch,loss,mse,val_loss,val_mse
0,0.14833256602287292,0.043499913066625595,0.20099477469921112,0.0520453080534935
1,0.09059343487024307,0.026204289868474007,0.0892384946346283,0.02525506354868412
2,0.08036255836486816,0.023470275104045868,0.06449439376592636,0.019240740686655045
3,0.07256714999675751,0.021105485036969185,0.07079355418682098,0.020949052646756172
4,0.0670924186706543,0.01949186436831951,0.05610083416104317,0.016721881926059723
5,0.06507106125354767,0.018887881189584732,0.05438648536801338,0.016225416213274002
6,0.06363161653280258,0.018502632156014442,0.05650299787521362,0.01678258180618286
7,0.06259933859109879,0.018225649371743202,0.054496265947818756,0.015884894877672195
8,0.061732783913612366,0.017943767830729485,0.055912356823682785,0.016736574470996857
9,0.061410028487443924,0.017817722633481026,0.05749707669019699,0.017090419307351112
10,0.060577962547540665,0.017577525228261948,0.05204720422625542,0.015581642277538776
11,0.060423754155635834,0.017539367079734802,0.051502060145139694,0.015335455536842346
12,0.06007440760731697,0.017434395849704742,0.05041313171386719,0.015150623396039009
13,0.05956583097577095,0.017267679795622826,0.051865436136722565,0.015790142118930817
14,0.05913328751921654,0.017159977927803993,0.0502329058945179,0.015110068954527378
15,0.05922836437821388,0.01716967672109604,0.04965588450431824,0.014829929918050766
16,0.0590890608727932,0.01715938001871109,0.05152241513133049,0.015342856757342815
17,0.05906015634536743,0.01711205206811428,0.05334850028157234,0.015880215913057327
18,0.058937810361385345,0.017117176204919815,0.051850877702236176,0.015740109607577324
19,0.05829494819045067,0.01694278046488762,0.0489223338663578,0.01460328884422779
20,0.05777475982904434,0.01679416373372078,0.05051426216959953,0.015426181256771088
21,0.05805593356490135,0.01692860573530197,0.05006151273846626,0.015067539177834988
22,0.05805785208940506,0.016916906461119652,0.04843887314200401,0.014464085921645164
23,0.0572810135781765,0.01670355536043644,0.05633113533258438,0.017072824761271477
24,0.05750581994652748,0.01673222705721855,0.05250281095504761,0.015933696180582047
25,0.057123105973005295,0.016609733924269676,0.04831342771649361,0.014561251737177372
26,0.05691817030310631,0.016579749062657356,0.04807480052113533,0.014311633072793484
27,0.056790780276060104,0.01654689386487007,0.05079586058855057,0.015471922233700752
28,0.056779179722070694,0.01652894727885723,0.04649526998400688,0.013942292891442776
29,0.0568590946495533,0.01653517410159111,0.04656987264752388,0.013877484016120434
30,0.05661775916814804,0.016505563631653786,0.048557206988334656,0.014644334092736244
31,0.056805893778800964,0.016535134986042976,0.05103854089975357,0.015300746075809002
32,0.05667413771152496,0.016513440757989883,0.04891917482018471,0.014894918538630009
33,0.05632111430168152,0.016399135813117027,0.04732527211308479,0.014211435802280903
34,0.0565529391169548,0.016540365293622017,0.05173759534955025,0.01575751043856144
35,0.05614607781171799,0.016369523480534554,0.04883867874741554,0.01487139705568552
36,0.05621219798922539,0.01642601005733013,0.04730037599802017,0.014288042671978474
37,0.055808428674936295,0.01621592417359352,0.048501867800951004,0.014500089921057224
38,0.05606963112950325,0.016394395381212234,0.047537289559841156,0.014294707216322422
39,0.055670931935310364,0.016246257349848747,0.047064147889614105,0.014167467132210732
40,0.056088920682668686,0.01631784997880459,0.04749394953250885,0.014297263696789742
41,0.0553666315972805,0.016149818897247314,0.04768526554107666,0.014345615170896053
42,0.05506039410829544,0.01609565131366253,0.052097003906965256,0.015859346836805344
43,0.05544440448284149,0.016148440539836884,0.04687897861003876,0.013984765857458115
44,0.05577214062213898,0.01629212312400341,0.04691309481859207,0.013941122218966484
45,0.05547811836004257,0.016189809888601303,0.04599165916442871,0.013682575896382332
46,0.055298931896686554,0.01612936146557331,0.04807276278734207,0.01444213930517435
47,0.05569462105631828,0.016286931931972504,0.048351358622312546,0.014316598884761333
48,0.0553218312561512,0.016169153153896332,0.0458635613322258,0.013702314347028732
49,0.05491382256150246,0.01603025756776333,0.04757076874375343,0.014169099740684032
